Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Дергач,Михайлина,Іванівна,Жіноча,17/12/1960,Астроном,село Алмазна,"проспект Флотський 2-й, буд. 2, Київ, 37646",+380 69 326-79-38,revavitalii@example.com
Романенко,Данна,Андрійович,Жіноча,13/11/1987,Бібліограф,хутір Новий Буг,"парк Хутірський, буд. 2, Любомль, 09433",803 83 12,iaroslav56@example.com
Бабʼюк,Богуслава,Андріївна,Жіноча,05/05/1975,Стиліст,село Борислав,"сквер Болградська, буд. 01 кв. 9, Сарни, 30482",+380 53 000 32 57,davyd20@example.com
Титаренко,Ольга,Петрович,Жіноча,03/11/2008,Археолог,село Прилуки,"вулиця Миколи Боровського, буд. 8 кв. 6, Новомиргород, 81567",005 666 82 47,ptymchenko@example.org
Штепа,Амвросій,Васильович,Чоловіча,17/03/1992,Промисловець,хутір Єнакієве,"вулиця ім. С.Ю. Вітте, буд. 28, Бровари, 32801",964-93-17,atamaniukiarema@example.com
Негода,Клавдія,Андрійович,Жіноча,22/07/1980,Дерун,хутір Світлодарськ,"площа Середньофонтанський, буд. 352, Судак , 52533",014 100 15 93,tsiupadanna@example.org
Чабан,Юхим,Олексійович,Чоловіча,30/09/1952,Модельєр,місто Покровськ,"сквер Виноградна 3-тя, буд. 15 кв. 82, Кипуче, 45716",+380 96 018 57 85,lshvedchenko@example.org
Романенко,Орест,Василівна,Чоловіча,13/03/1975,Інженер,селище Жовті Води,"парк Трудових резервів, буд. 882, Лисичанськ, 82476",+380 51 938-47-13,nataliia55@example.org
Алексеєнко,Олена,Іванович,Жіноча,06/02/1943,Гінеколог,місто Устилуг,"набережна Кришталевий, буд. 95, Молодогвардійськ, 96730",+380 (06) 376-90-42,ovcharenkokamilla@example.net
Андрієвич,Симон,Олександрівна,Чоловіча,03/03/1966,Астроном,селище Ківерці,"парк 1-ша Лінія 6-й ст. Люстдорфської дороги, буд. 1 кв. 421, Кам'янка-Дніпровська, 41344",+380 47 616-88-20,vatamaniukveniiamyn@example.com
Цісик,Ігнат,Васильович,Чоловіча,20/03/1991,Ботанік,місто Борщів,"набережна Зелена гірка, буд. 77 кв. 859, Жовті Води, 31104",+380 45 627 84 94,ykovaliuk@example.org
Скорик,Лариса,Олександрівна,Жіноча,14/07/2003,Редактор,селище Київ,"провулок Акордна, буд. 27 кв. 28, Вилкове, 46132",026 259-43-37,roman42@example.org
Тарасенко,Оксана,Василівна,Жіноча,14/02/1964,Інженер,місто Кременчук,"парк Асєєва Юрія, буд. 79, Вишгород, 38038",061 470 24 63,nestaikoorysia@example.com
Ґоляш,Едуард,Андріївна,Чоловіча,22/09/1962,Реабілітолог,хутір Верхівцеве,"набережна Молокова, буд. 4, Марганець , 77291",+380 96 527-80-95,martyniakymenko@example.com
Гайдай,Дарина,Андрійович,Жіноча,23/02/1965,Фотограф,селище Ужгород,"вулиця Заводська 3-тя, буд. 75 кв. 7, Тальне, 80926",+380 02 375 92 43,vduplii@example.net
Кащенко,Степан,Васильович,Чоловіча,14/03/1977,Золотар,хутір Чугуїв,"площа Заводська 5-та, буд. 1 кв. 3, Горішні Плавні, 42388",049 424 93 32,bohodarvertyporokh@example.com
Чередник,Віталій,Петрівна,Чоловіча,30/04/1955,Хімік,місто Шостка,"сквер Вишнева, буд. 3 кв. 9, Іллінці, 15125",+380 18 489 98 60,dkorbut@example.net
Андрійович,Лукʼян,Петрович,Чоловіча,04/09/1980,Ветеринар,хутір Очаків,"проспект Пересипська 4-та, буд. 2, Хотин, 83877",088 307-52-96,stepanprokopovych@example.com
Семенченко,Світлана,Петрівна,Жіноча,08/08/1998,Редактор,село Кривий Ріг,"вулиця Кримська, буд. 453, Южноукраїнськ, 96053",+380 32 139-69-63,dannaneporozhnii@example.net
Бевз,Миколай,Іванівна,Чоловіча,25/01/1963,Кінокритик,селище Долинська,"сквер 13-та Лінія 6-й ст. Люстдорфської дороги, буд. 4, Залізне, 81227",052 688 22 40,leon53@example.com
Павлик,Марина,Василівна,Жіноча,06/12/1937,Фармацевт,село Іллінці,"провулок Лінія 28-ма, буд. 3 кв. 6, Ізмаїл, 98252",+380 02 618-63-05,ivanenkoiaryna@example.com
Єрмоленко,Марина,Андрійович,Жіноча,06/06/1992,Паралегал,хутір Балта,"площа Ялинковий, буд. 53, Херсон, 32514",054 599 44 59,sofiiashcherbak@example.com
Дрозд,Світлана,Андріївна,Жіноча,26/06/2006,Стоматолог,місто Нікополь,"набережна Танкістів, буд. 80 кв. 43, Белз, 23830",+380 93 961-93-85,shapovalteodor@example.net
Вернидуб,Галина,Васильович,Жіноча,15/05/2003,Клоун,селище Харків,"проспект Привозна, буд. 94, Інкерман, 63944",052 504 45 19,ievhenbabii@example.com
Забіла,Аліна,Петрівна,Жіноча,15/11/1957,Клоун,село Копичинці,"вулиця Скляна, буд. 666, Каховка, 57247",198 39 73,maksym25@example.com
Бабій,Марʼяна,Олексійович,Жіноча,15/01/1962,Дантист,місто Тальне,"провулок Тролейбусна, буд. 59, Ужгород, 70170",+380 (59) 489-30-20,volodymyraprymachenko@example.org
Андрійович,Богуслава,Олександрівна,Жіноча,22/10/2001,Музичний редактор,селище Марганець ,"вулиця Депутатський, буд. 561, Вознесенськ, 16692",+380 26 164-18-12,makarbezditko@example.net
Цимбалюк,Пантелеймон,Андрійович,Чоловіча,14/02/1947,Візажист,хутір Жмеринка,"парк Глиняна, буд. 436, Вашківці, 77618",001 727 98 38,petro22@example.net
Назаренко,Омелян,Іванович,Чоловіча,03/11/1942,Хореограф,село Полтава,"набережна Пісочна, буд. 4 кв. 641, Харків, 61207",465 66 01,arsenychihnat@example.com
Стус,Зиновій,Васильович,Чоловіча,20/08/1951,Няня,селище Генічеськ,"узвіз Осипова, буд. 861, Хрестівка, 71452",+380 25 912 29 99,semenartym@example.net
Арсенич,Мирослав,Василівна,Чоловіча,28/05/1972,Професор,селище Чорнобиль,"парк 11-та Лінія Марії Демченко, буд. 8 кв. 29, Молодогвардійськ, 30408",+380 98 607-61-26,svitlanavasylechko@example.com
Даценко,Омелян,Васильович,Чоловіча,24/07/1969,Архітектор,село Новояворівськ,"провулок Італійський, буд. 99 кв. 5, Олександрія, 87360",+380 54 923-13-03,mykhailokashchenko@example.net
Оліфіренко,Леон,Андріївна,Чоловіча,13/05/1999,Педагог,хутір Люботин,"проспект Новгородський, буд. 979, Вашківці, 95656",701-38-12,markozakusylo@example.net
Корсун,Емілія,Іванович,Жіноча,03/10/1943,Гінеколог,селище Луцьк,"набережна Сергія Ейзенштейна, буд. 4, Чернігів, 12805",+380 06 559-73-85,viraustenko@example.com
Шинкаренко,Макар,Олександрівна,Чоловіча,05/12/1972,Золотар,місто Кремінна,"узвіз Ботанічний, буд. 832 кв. 8, Лозова , 16715",398-86-92,serhiivyshyvanyi@example.net
Гаврилюк,Василина,Іванович,Жіноча,14/09/1943,Мистецтвознавець,село Часів Яр,"провулок Кільцева, буд. 0, Заводське, 78777",+380 92 842-80-11,mykolaidevdiuk@example.org
Карась,Мартин,Олександрівна,Чоловіча,14/02/1977,Продюсер,село Новий Калинів,"узвіз Адміральський, буд. 5 кв. 31, Нововолинськ, 96995",029 537-73-86,kyrylo95@example.net
Михайличенко,Левко,Василівна,Чоловіча,18/07/2000,Єгер,хутір Миронівка,"набережна Проектований 3-й, буд. 64 кв. 480, Кам'янець-Подільський, 06684",+380 59 598-08-56,korobets@example.com
Бандура,Панас,Олександрівна,Чоловіча,20/12/1965,Геофізик,хутір Шпола,"сквер Таїрова, буд. 780 кв. 54, Камінь-Каширський, 35506",473-80-05,rrak@example.org
Гавриленко,Валерій,Андріївна,Чоловіча,27/08/1969,Сантехнік,хутір Ялта,"набережна Петрашевського, буд. 603, Слов'янськ, 74332",593 53 05,izaiets@example.com
Лисенко,Оксана,Андріївна,Жіноча,13/10/1964,Акушер,місто Вишгород,"парк Велика Садова, буд. 08 кв. 7, Турка, 97760",021 071 86 39,irena64@example.com
